******,******,******,학년,교과/구분,개설대학,교과목/번호,교과목명,학점,강의,실습,담당/교수,강의시간,강의시간/(실제시간),강의실,수강/정원,수강/신청,수강꾸러미/신청,수강꾸러미/신청가능여부,비고,강의방식,
대학,IT대학,전기공학과 ,2,전공기반,ELEC206002,확률과정,3,3,0,최영태,월2B/3A/3B/금1A/1B/2A,월10:30 ~ 12:00/금09:00 ~ 10:30,IT융복합관(IT융복합공학관)-422,70,36,35,Y,,대면,
대학,IT대학,전기공학과 ,2,공학전공,ELEC242008,전자장2,3,3,0,이세희,화1A/1B/2A/목2B/3A/3B,화09:00 ~ 10:30/목10:30 ~ 12:00,IT융복합관(IT융복합공학관)-421,50,50,51,Y,,대면,
대학,IT대학,전기공학과 ,2,공학전공,ELEC242009,전자장2,3,3,0,최홍순,화1A/1B/2A/목2B/3A/3B,화09:00 ~ 10:30/목10:30 ~ 12:00,IT융복합관(IT융복합공학관)-427,50,39,31,Y,,대면,
대학,IT대학,전기공학과 ,2,공학전공,ELEC244008,회로이론2,3,3,0,김형표,화7A/7B/8A/목7A/7B/8A,화15:00 ~ 16:30/목15:00 ~ 16:30,공대8호관-201,50,50,86,Y,,대면,
대학,IT대학,전기공학과 ,2,공학전공,ELEC244009,회로이론2,3,3,0,소현주,화7A/7B/8A/목7A/7B/8A,화15:00 ~ 16:30/목15:00 ~ 16:30,IT융복합관(IT융복합공학관)-427,50,36,1,Y,,대면,
대학,IT대학,전기공학과 ,2,공학전공,ELEC245009,전자회로1,3,3,0,김홍준,화5B/6A/6B/목5B/6A/6B,화13:30 ~ 15:00/목13:30 ~ 15:00,IT융복합관(IT융복합공학관)-422,50,50,64,Y,(영어),대면,
대학,IT대학,전기공학과 ,2,공학전공,ELEC245010,전자회로1,3,3,0,김홍준,화8B/9A/9B/목8B/9A/9B,화16:30 ~ 18:00/목16:30 ~ 18:00,IT융복합관(IT융복합공학관)-422,50,50,59,Y,(영어),대면,
대학,IT대학,전기공학과 ,2,공학전공,ELEE314001,기초전기공학실험설계 2,3,2,2,김형표,월6A/6B/월7A/7B/월8A/8B/월9A/9B,월14:00 ~ 15:00/월15:00 ~ 16:00/월16:00 ~ 17:00/월17:00 ~ 18:00,IT융복합관(IT융복합공학관)-333,30,30,30,Y,,대면,
대학,IT대학,전기공학과 ,2,공학전공,ELEE314002,기초전기공학실험설계 2,3,2,2,황덕현,수1A/1B/수2A/2B/수3A/3B/수4A/4B,수09:00 ~ 10:00/수10:00 ~ 11:00/수11:00 ~ 12:00/수12:00 ~ 13:00,IT융복합관(IT융복합공학관)-333,30,19,14,Y,,대면,
대학,IT대학,전기공학과 ,2,공학전공,ELEE314003,기초전기공학실험설계 2,3,2,2,황덕현,수7A/7B/수8A/8B/수9A/9B/수10A/10B,수15:00 ~ 16:00/수16:00 ~ 17:00/수17:00 ~ 18:00/수18:00 ~ 19:00,IT융복합관(IT융복합공학관)-333,30,30,31,Y,,대면,
대학,IT대학,전기공학과 ,2,전공기반,MTED231004,선형대수,3,3,0,김홍준,수5B/6A/6B/금5B/6A/6B,수13:30 ~ 15:00/금13:30 ~ 15:00,IT융복합관(IT융복합공학관)-422,70,70,78,Y,(영어),대면,
대학,IT대학,전기공학과 ,3,기본소양,CLTR085009,경영의이해,3,3,0,박성일,월2B/3A/3B/금1A/1B/2A,월10:30 ~ 12:00/금09:00 ~ 10:30,공대8호관-201,70,70,74,Y,,,
대학,IT대학,전기공학과 ,3,공학전공,ELEC332004,자동제어,3,3,0,이준우,화2B/3A/3B/목1A/1B/2A,화10:30 ~ 12:00/목09:00 ~ 10:30,공대8호관-201,70,70,63,Y,(영어),대면,
대학,IT대학,전기공학과 ,3,공학전공,ELEC432001,전기기계,3,3,0,김동훈,화8B/9A/9B/목8B/9A/9B,화16:30 ~ 18:00/목16:30 ~ 18:00,IT융복합관(IT융복합공학관)-427,50,46,34,Y,,대면,
대학,IT대학,전기공학과 ,3,공학전공,ELEC432002,전기기계,3,3,0,최홍순,화5B/6A/6B/목5B/6A/6B,화13:30 ~ 15:00/목13:30 ~ 15:00,공대8호관-201,50,50,73,Y,,대면,
대학,IT대학,전기공학과 ,3,공학전공,ELEC436001,전력계통공학,3,3,0,한세경,화1A/1B/2A/목2B/3A/3B,화09:00 ~ 10:30/목10:30 ~ 12:00,공대8호관-201,70,70,103,Y,(영어),대면,
대학,IT대학,전기공학과 ,3,공학전공,ELEC437001,응용전력전자,3,3,0,정재정,수2B/3A/3B/금2B/3A/3B,수10:30 ~ 12:00/금10:30 ~ 12:00,공대8호관-201,70,67,68,Y,(영어),대면,
대학,IT대학,전기공학과 ,3,공학전공,ELEE412001,전기공학설계 2,3,2,2,김형표,수6A/6B/수7A/7B/수8A/8B/수9A/9B,수14:00 ~ 15:00/수15:00 ~ 16:00/수16:00 ~ 17:00/수17:00 ~ 18:00,IT융복합관(IT융복합공학관)-334,30,30,49,Y,,대면,
대학,IT대학,전기공학과 ,3,공학전공,ELEE412002,전기공학설계 2,3,2,2,정재정,금6A/6B/금7A/7B/금8A/8B/금9A/9B,금14:00 ~ 15:00/금15:00 ~ 16:00/금16:00 ~ 17:00/금17:00 ~ 18:00,IT융복합관(IT융복합공학관)-334,30,28,23,Y,,대면,
대학,IT대학,전기공학과 ,3,공학전공,ELEE412003,전기공학설계 2,3,2,2,이헌경,월6A/6B/월7A/7B/월8A/8B/월9A/9B,월14:00 ~ 15:00/월15:00 ~ 16:00/월16:00 ~ 17:00/월17:00 ~ 18:00,IT융복합관(IT융복합공학관)-334,30,25,15,Y,,대면,
대학,IT대학,전기공학과 ,3,전공기반,STAT452008,수치해석,3,3,0,이세희,화7A/7B/8A/목7A/7B/8A,화15:00 ~ 16:30/목15:00 ~ 16:30,공대8호관-301,45,31,22,Y,,대면,
대학,IT대학,전기공학과 ,4,공학전공,EECS457001,전기설비,3,3,0,양주란,월5B/6A/6B/금5B/6A/6B,월13:30 ~ 15:00/금13:30 ~ 15:00,공대8호관-201,70,67,61,Y,,대면,
대학,IT대학,전기공학과 ,4,공학전공,ITEC402003,종합설계프로젝트2,4,3,2,박종후,화0A/0B/화10A/10B/화11A/11B/화12A/12B/화13A/13B,화08:00 ~ 09:00/화18:00 ~ 19:00/화19:00 ~ 20:00/화20:00 ~ 21:00/화21:00 ~ 22:00,공대8호관-201,40,40,44,Y,,대면,
대학,IT대학,전기공학과 ,4,공학전공,ITEC402004,종합설계프로젝트2,4,3,2,이준우,수0A/0B/수10A/10B/수11A/11B/수12A/12B/수13A/13B,수08:00 ~ 09:00/수18:00 ~ 19:00/수19:00 ~ 20:00/수20:00 ~ 21:00/수21:00 ~ 22:00,공대8호관-201,40,40,39,Y,,대면,
******,******,******,학년,교과/구분,교과목/번호,교과목명,학점,강의,실습,담당/교수,강의시간,강의시간/(실제시간),강의실,수강/정원,수강/신청,수강꾸러미/신청,수강꾸러미/신청가능여부,비고,강의방식,
대학,IT대학,전자공학부 ,1,전공,ENGR211008,공학수학 1,3,3,0,배영옥,월7A/7B/8A/수5B/6A/6B,월15:00 ~ 16:30/수13:30 ~ 15:00,IT대학1호관(공대10호관)-111,40,34,32,Y,모바일공학전공 강좌,대면,
대학,IT대학,전자공학부 ,2,교양,CLTR112005,생활속의통계,3,3,0,윤연옥,화8B/9A/9B/목8B/9A/9B,화16:30 ~ 18:00/목16:30 ~ 18:00,IT대학1호관(공대10호관)-109,70,70,94,Y,,혼합,
대학,IT대학,전자공학부 ,2,교양,CLTR134003,음악의 이해,3,3,0,송종림,수8B/9A/9B/금8B/9A/9B,수16:30 ~ 18:00/금16:30 ~ 18:00,IT대학1호관(공대10호관)-109,70,70,131,Y,,혼합,
대학,IT대학,전자공학부 ,2,전공,COME301008,이산수학,3,3,0,김호희,월1A/1B/2A/금5B/6A/6B,월09:00 ~ 10:30/금13:30 ~ 15:00,IT대학1호관(공대10호관)-116,40,37,32,Y,모바일공학전공 강좌,대면,
대학,IT대학,전자공학부 ,2,전공,COME331005,자료구조,3,3,0,김종화,월5B/6A/6B/목5B/6A/6B,월13:30 ~ 15:00/목13:30 ~ 15:00,IT대학1호관(공대10호관)-111,40,32,34,Y,모바일공학전공 강좌,대면,
대학,IT대학,전자공학부 ,3,교양,CLTR011002,중국어1,3,3,0,이시활,수8B/9A/9B/금8B/9A/9B,수16:30 ~ 18:00/금16:30 ~ 18:00,IT대학1호관(공대10호관)-208,50,40,21,Y,인문교양,대면,
대학,IT대학,전자공학부 ,3,교양,CLTR032004,일어 I,3,3,0,윤유찬,수8B/9A/9B/금8B/9A/9B,수16:30 ~ 18:00/금16:30 ~ 18:00,IT대학1호관(공대10호관)-214,50,50,44,Y,인문교양,대면,
대학,IT대학,전자공학부 ,3,교양,CLTR089003,회계와사회생활,3,3,0,최종민,화8B/9A/9B/목8B/9A/9B,화16:30 ~ 18:00/목16:30 ~ 18:00,IT대학1호관(공대10호관)-315,70,70,93,Y,,혼합,
대학,IT대학,전자공학부 ,3,전공,COMP311001,논리회로설계,3,3,0,최준림,수5B/6A/6B/수7A/7B/8A,수13:30 ~ 15:00/수15:00 ~ 16:30,IT대학2호관(공대5호관)-206,30,30,77,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,COMP312001,운영체제,3,3,0,서대화,월7A/7B/8A/수2B/3A/3B,월15:00 ~ 16:30/수10:30 ~ 12:00,IT대학1호관(공대10호관)-103,50,5,8,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,COMP331001,빅데이터응용,3,2,2,신미영,목6A/6B/목7A/7B/목8A/8B/목9A/9B,목14:00 ~ 15:00/목15:00 ~ 16:00/목16:00 ~ 17:00/목17:00 ~ 18:00,IT대학2호관(공대5호관)-210,40,36,34,Y,Hustar ICT 트랙 교과목,대면,
대학,IT대학,전자공학부 ,3,전공,EECS326001,마이크로프로세서설계실험,3,2,2,조정훈,금6A/6B/금7A/7B/금8A/8B/금9A/9B,금14:00 ~ 15:00/금15:00 ~ 16:00/금16:00 ~ 17:00/금17:00 ~ 18:00,IT대학2호관(공대5호관)-307,30,20,19,Y,HuStar ICT 트랙 교과목,대면,
대학,IT대학,전자공학부 ,3,전공,EECS499001,IT공학전문영어,3,3,0,서보광,금1A/1B/금2A/2B/금3A/3B,금09:00 ~ 10:00/금10:00 ~ 11:00/금11:00 ~ 12:00,IT대학1호관(공대10호관)-211,20,20,18,Y,(영어),대면,
대학,IT대학,전자공학부 ,3,전공,EECS499002,IT공학전문영어,3,3,0,서보광,금5A/5B/금6A/6B/금7A/7B,금13:00 ~ 14:00/금14:00 ~ 15:00/금15:00 ~ 16:00,IT대학1호관(공대10호관)-211,20,20,21,Y,(영어),대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101001,연구지도 및 연구윤리(전자공학),2,2,0,공성호,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,IT대학3호관(공대11호관)-213,3,3,2,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101002,연구지도 및 연구윤리(전자공학),2,2,0,김대현,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,IT대학3호관(공대11호관)-407,3,3,3,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101003,연구지도 및 연구윤리(전자공학),2,2,0,김학린,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,IT대학3호관(공대11호관)-303,3,3,1,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101004,연구지도 및 연구윤리(전자공학),2,2,0,도윤선,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,IT대학1호관(공대10호관)-823,3,1,1,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101005,연구지도 및 연구윤리(전자공학),2,2,0,박정훈,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,IT대학1호관(공대10호관)-901,3,2,0,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101006,연구지도 및 연구윤리(전자공학),2,2,0,김현덕,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,IT대학3호관(공대11호관)-602,3,0,0,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101007,연구지도 및 연구윤리(전자공학),2,2,0,박홍식,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,IT대학3호관(공대11호관)-305,3,3,3,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101008,연구지도 및 연구윤리(전자공학),2,2,0,신장규,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,IT대학3호관(공대11호관)-301,3,2,2,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101009,연구지도 및 연구윤리(전자공학),2,2,0,안상태,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,IT대학1호관(공대10호관)-505,3,3,2,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101010,연구지도 및 연구윤리(전자공학),2,2,0,이신형,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,IT대학3호관(공대11호관)-304,3,3,2,Y,(한국어+영어),대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101011,연구지도 및 연구윤리(전자공학),2,2,0,정성아,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,IT대학1호관(공대10호관)-717,3,3,3,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101012,연구지도 및 연구윤리(전자공학),2,2,0,정임영,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,IT대학1호관(공대10호관)-625,3,3,3,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101013,연구지도 및 연구윤리(전자공학),2,2,0,조호신,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,IT대학3호관(공대11호관)-502,3,1,1,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101014,연구지도 및 연구윤리(전자공학),2,2,0,한병철,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,IT대학1호관(공대10호관)-925,3,1,1,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101015,연구지도 및 연구윤리(전자공학),2,2,0,전만식,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,IT대학1호관(공대10호관)-521,3,0,0,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101016,연구지도 및 연구윤리(전자공학),2,2,0,우지용,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,공대7호관-321,3,3,3,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101017,연구지도 및 연구윤리(전자공학),2,2,0,최준림,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,IT대학3호관(공대11호관)-415,3,2,1,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101018,연구지도 및 연구윤리(전자공학),2,2,0,한동석,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,IT대학1호관(공대10호관)-511,3,1,2,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101019,연구지도 및 연구윤리(전자공학),2,2,0,이현열,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,공대7호관-323,3,1,0,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101020,연구지도 및 연구윤리(전자공학),2,2,0,이상문,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,IT대학1호관(공대10호관)-619,3,2,2,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101021,연구지도 및 연구윤리(전자공학),2,2,0,조건희,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,IT대학1호관(공대10호관)-811,3,0,0,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101022,연구지도 및 연구윤리(전자공학),2,2,0,심재훈,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,IT대학3호관(공대11호관)-503-A,3,3,3,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101023,연구지도 및 연구윤리(전자공학),2,2,0,조정훈,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,IT대학1호관(공대10호관)-707,3,1,1,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101024,연구지도 및 연구윤리(전자공학),2,2,0,신미영,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,IT대학3호관(공대11호관)-601B,3,0,0,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101025,연구지도 및 연구윤리(전자공학),2,2,0,박대진,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,IT대학1호관(공대10호관)-719,3,2,1,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101026,연구지도 및 연구윤리(전자공학),2,2,0,민문식,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,IT대학1호관(공대10호관)-827,3,2,1,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101027,연구지도 및 연구윤리(전자공학),2,2,0,송대건,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,IT대학2호관(공대5호관)-241,3,1,1,Y,,대면,
대학,IT대학,전자공학부 ,3,전공,ELEC101028,연구지도 및 연구윤리(전자공학),2,2,0,,화0A/0B/금0A/0B,화08:00 ~ 09:00/금08:00 ~ 09:00,-,3,,,N,,,
대학,IT대학,전자공학부 ,3,전공,ELEC321001,신호및시스템,3,3,0,이현열,수8B/9A/9B/금8B/9A/9B,수16:30 ~ 18:00/금16:30 ~ 18:00,IT대학1호관(공대10호관)-205,50,49,42,Y,(한국어+영어),대면,
대학,IT대학,전자공학부 ,3,전공,ELEC332002,자동제어,3,3,0,허성호,수8B/9A/9B/금8B/9A/9B,수16:30 ~ 18:00/금16:30 ~ 18:00,IT대학1호관(공대10호관)-206,60,32,20,Y,(영어),혼합,
대학,IT대학,전자공학부 ,3,교직,TCHR431001,전자 논리 및 논술 지도,3,3,0,김영주,화10A/10B/11A/화11B/12A/12B,화18:00 ~ 19:30/화19:30 ~ 21:00,IT대학1호관(공대10호관)-103,10,4,4,Y,,대면,
대학,IT대학,전자공학부 ,4,기본소양,CLTR531003,현대지리학의 이해,3,3,0,최재우,수8B/9A/9B/금8B/9A/9B,수16:30 ~ 18:00/금16:30 ~ 18:00,IT대학1호관(공대10호관)-111,70,69,26,Y,,혼합,
대학,IT대학,전자공학부 ,4,공학전공,COMP323001,데이타통신,3,3,0,조유제,금1A/1B/2A/금2B/3A/3B,금09:00 ~ 10:30/금10:30 ~ 12:00,IT대학1호관(공대10호관)-317,40,37,24,Y,(한국어+영어)/Hustar ICT 트랙 교과목,대면,
대학,IT대학,전자공학부 ,4,공학전공,ELEC504001,기계학습시스템설계,3,2,2,장길진,금1A/1B/금2A/2B/금3A/3B/금4A/4B,금09:00 ~ 10:00/금10:00 ~ 11:00/금11:00 ~ 12:00/금12:00 ~ 13:00,IT대학2호관(공대5호관)-210,20,20,16,Y,Hustar ICT 트랙 교과목,대면,
대학,IT대학,전자공학부 ,4,공학전공,ELEC511001,전자공학설계팀프로젝트1,3,2,2,김정준,월10A/10B/월11A/11B/월12A/12B/월13A/13B,월18:00 ~ 19:00/월19:00 ~ 20:00/월20:00 ~ 21:00/월21:00 ~ 22:00,IT대학1호관(공대10호관)-114,20,3,2,Y,,대면,
대학,IT대학,전자공학부 ,4,공학전공,ELEC512001,전자공학설계팀프로젝트2,3,2,2,강인만,월10A/10B/월11A/11B/월12A/12B/월13A/13B,월18:00 ~ 19:00/월19:00 ~ 20:00/월20:00 ~ 21:00/월21:00 ~ 22:00,IT대학3호관(공대11호관)-106,40,26,22,Y,,대면,
대학,IT대학,전자공학부 ,4,공학전공,ELEC512002,전자공학설계팀프로젝트2,3,2,2,김대현,월10A/10B/월11A/11B/월12A/12B/월13A/13B,월18:00 ~ 19:00/월19:00 ~ 20:00/월20:00 ~ 21:00/월21:00 ~ 22:00,IT대학3호관(공대11호관)-104,40,36,33,Y,,대면,
대학,IT대학,전자공학부 ,4,공학전공,ELEC512003,전자공학설계팀프로젝트2,3,2,2,배진혁,수10A/10B/수11A/11B/수12A/12B/수13A/13B,수18:00 ~ 19:00/수19:00 ~ 20:00/수20:00 ~ 21:00/수21:00 ~ 22:00,IT대학3호관(공대11호관)-106,40,24,18,Y,,대면,
대학,IT대학,전자공학부 ,4,공학전공,ELEC512004,전자공학설계팀프로젝트2,3,2,2,안상태,수10A/10B/수11A/11B/수12A/12B/수13A/13B,수18:00 ~ 19:00/수19:00 ~ 20:00/수20:00 ~ 21:00/수21:00 ~ 22:00,IT대학1호관(공대10호관)-216,40,18,15,Y,,대면,
대학,IT대학,전자공학부 ,4,공학전공,ELEC512005,전자공학설계팀프로젝트2,3,2,2,장재원,수10A/10B/수11A/11B/수12A/12B/수13A/13B,수18:00 ~ 19:00/수19:00 ~ 20:00/수20:00 ~ 21:00/수21:00 ~ 22:00,IT대학3호관(공대11호관)-111,40,26,25,Y,,대면,
대학,IT대학,전자공학부 ,4,공학전공,ELEC512006,전자공학설계팀프로젝트2,3,2,2,이정희/정성아,월10A/10B/월11A/11B/월12A/12B/월13A/13B,월18:00 ~ 19:00/월19:00 ~ 20:00/월20:00 ~ 21:00/월21:00 ~ 22:00,IT대학3호관(공대11호관)-111,40,23,22,Y,,대면,
대학,IT대학,전자공학부 ,4,공학전공,ELEC512007,전자공학설계팀프로젝트2,3,2,2,박순용/최무한,월10A/10B/월11A/11B/월12A/12B/월13A/13B,월18:00 ~ 19:00/월19:00 ~ 20:00/월20:00 ~ 21:00/월21:00 ~ 22:00,IT대학1호관(공대10호관)-101,40,21,15,Y,,대면,
대학,IT대학,전자공학부 ,4,공학전공,ELEC512008,전자공학설계팀프로젝트2,3,2,2,공성호/이신형,월10A/10B/월11A/11B/월12A/12B/월13A/13B,월18:00 ~ 19:00/월19:00 ~ 20:00/월20:00 ~ 21:00/월21:00 ~ 22:00,IT대학1호관(공대10호관)-208,40,23,18,Y,,대면,
대학,IT대학,전자공학부 ,4,공학전공,ELEC512009,전자공학설계팀프로젝트2,3,2,2,조건희/박정훈,월10A/10B/월11A/11B/월12A/12B/월13A/13B,월18:00 ~ 19:00/월19:00 ~ 20:00/월20:00 ~ 21:00/월21:00 ~ 22:00,IT대학1호관(공대10호관)-103,40,13,9,Y,,대면,
대학,IT대학,전자공학부 ,4,공학전공,ELEC512010,전자공학설계팀프로젝트2,3,2,2,송대건/한병철/최준림,월10A/10B/월11A/11B/월12A/12B/월13A/13B,월18:00 ~ 19:00/월19:00 ~ 20:00/월20:00 ~ 21:00/월21:00 ~ 22:00,IT대학1호관(공대10호관)-207,40,26,26,Y,,대면,
대학,IT대학,전자공학부 ,4,공학전공,ELEC512011,전자공학설계팀프로젝트2,3,2,2,심재훈,월10A/10B/월11A/11B/월12A/12B/월13A/13B,월18:00 ~ 19:00/월19:00 ~ 20:00/월20:00 ~ 21:00/월21:00 ~ 22:00,IT대학1호관(공대10호관)-206,40,15,17,Y,,대면,
대학,IT대학,전자공학부 ,4,공학전공,ELEC512012,전자공학설계팀프로젝트2,3,2,2,한동석/이인수/우지용,월10A/10B/월11A/11B/월12A/12B/월13A/13B,월18:00 ~ 19:00/월19:00 ~ 20:00/월20:00 ~ 21:00/월21:00 ~ 22:00,IT대학1호관(공대10호관)-214,40,22,19,Y,,대면,
대학,IT대학,전자공학부 ,4,공학전공,ELEC512013,전자공학설계팀프로젝트2,3,2,2,이승열/조호신/김강욱,월10A/10B/월11A/11B/월12A/12B/월13A/13B,월18:00 ~ 19:00/월19:00 ~ 20:00/월20:00 ~ 21:00/월21:00 ~ 22:00,IT대학1호관(공대10호관)-216,40,22,20,Y,,대면,
대학,IT대학,전자공학부 ,4,공학전공,ELEC513001,사물컴퓨팅시스템설계,3,2,2,강순주,목1A/1B/목2A/2B/목3A/3B/목4A/4B,목09:00 ~ 10:00/목10:00 ~ 11:00/목11:00 ~ 12:00/목12:00 ~ 13:00,IT대학2호관(공대5호관)-307,20,14,17,Y,Hustar ICT 트랙 교과목,대면,
대학,IT대학,전자공학부 ,4,공학전공,ITEC427001,휴스타 ICT 설계팀프로젝트2 (캡스톤디자인),3,2,2,최두현/신미영/권영우,목10A/10B/목11A/11B/목12A/12B/목13A/13B,목18:00 ~ 19:00/목19:00 ~ 20:00/목20:00 ~ 21:00/목21:00 ~ 22:00,IT대학2호관(공대5호관)-207,20,16,14,Y,휴스타 ICT 트랙 교과목,대면,
대학,IT대학,전자공학부 ,4,공학전공,ITEC427002,휴스타 ICT 설계팀프로젝트2 (캡스톤디자인),3,2,2,박정훈/한동석/최창훈,목10A/10B/목11A/11B/목12A/12B/목13A/13B,목18:00 ~ 19:00/목19:00 ~ 20:00/목20:00 ~ 21:00/목21:00 ~ 22:00,IT대학2호관(공대5호관)-210,20,14,10,Y,휴스타 ICT 트랙 교과목,대면,
******,******,******,학년,교과/구분,교과목/번호,교과목명,학점,강의,실습,담당/교수,강의시간,강의시간/(실제시간),강의실,수강/정원,수강/신청,수강꾸러미/신청,수강꾸러미/신청가능여부,비고,강의방식,
대학,IT대학,전자공학부 A,1,교양,CLTR045013,논리와 비판적 사고,3,3,0,우정민,화2B/3A/3B/목1A/1B/2A,화10:30 ~ 12:00/목09:00 ~ 10:30,IT대학1호관(공대10호관)-207,70,70,78,Y,인문교양,혼합,
대학,IT대학,전자공학부 A,1,전공,EECS201001,C프로그래밍과실습,3,2,2,이경숙,수1A/1B/수2A/2B/수3A/3B/수4A/4B,수09:00 ~ 10:00/수10:00 ~ 11:00/수11:00 ~ 12:00/수12:00 ~ 13:00,IT대학2호관(공대5호관)-114,30,30,36,Y,,대면,
대학,IT대학,전자공학부 A,1,전공,EECS201002,C프로그래밍과실습,3,2,2,최두현,수1A/1B/수2A/2B/수3A/3B/수4A/4B,수09:00 ~ 10:00/수10:00 ~ 11:00/수11:00 ~ 12:00/수12:00 ~ 13:00,IT대학2호관(공대5호관)-116,31,31,31,Y,,대면,
대학,IT대학,전자공학부 A,1,전공,ELEC212001,기초전자공학세미나,3,3,0,이승열/안상태/장재원/전만식,월7A/7B/8A/월8B/9A/9B,월15:00 ~ 16:30/월16:30 ~ 18:00,IT대학1호관(공대10호관)-101,65,65,68,Y,,대면,
대학,IT대학,전자공학부 A,1,전공,ELEC213001,기초전자물리학,3,3,0,이신형,월5B/6A/6B/수8B/9A/9B,월13:30 ~ 15:00/수16:30 ~ 18:00,IT대학1호관(공대10호관)-101,60,60,98,Y,(한국어+영어),혼합,
대학,IT대학,전자공학부 A,1,전공,ELEC214001,기초전자수학,3,3,0,민문식,화1A/1B/2A/목2B/3A/3B,화09:00 ~ 10:30/목10:30 ~ 12:00,IT대학1호관(공대10호관)-206,60,60,63,Y,,혼합,
대학,IT대학,전자공학부 A,1,전공,ENGR211001,공학수학 1,3,3,0,이동호,월2B/3A/3B/수7A/7B/8A,월10:30 ~ 12:00/수15:00 ~ 16:30,IT대학1호관(공대10호관)-205,60,60,56,Y,,혼합,
대학,IT대학,전자공학부 A,2,전공,COME301002,이산수학,3,3,0,정성아,월7A/7B/8A/수7A/7B/8A,월15:00 ~ 16:30/수15:00 ~ 16:30,IT대학1호관(공대10호관)-209,60,60,57,Y,(한국어+영어),대면,
