******,******,******,학년,교과/구분,개설대학,교과목/번호,교과목명,학점,강의,실습,담당/교수,강의시간,강의시간/(실제시간),강의실,수강/정원,수강/신청,수강꾸러미/신청,수강꾸러미/신청가능여부,비고,강의방식,
대학,농업생명과학대학,농업경제학과 ,1,교양,CLTR041015,한국사,3,3,0,김명진,화1A/1B/2A/목2B/3A/3B,화09:00 ~ 10:30/목10:30 ~ 12:00,공대6호관-102,70,70,48,Y,인문교양,혼합,
대학,농업생명과학대학,농업경제학과 ,1,교양,CLTR045002,논리와 비판적 사고,3,3,0,김경수,수1A/1B/2A/금2B/3A/3B,수09:00 ~ 10:30/금10:30 ~ 12:00,사회과학대학-402,70,70,96,Y,인문교양,혼합,
대학,농업생명과학대학,농업경제학과 ,1,교양,CLTR083002,경제의이해,3,3,0,정태훈,월8B/9A/9B/수7A/7B/8A,월16:30 ~ 18:00/수15:00 ~ 16:30,생명공학관(교양과정동)-209,48,48,89,Y,,대면,
대학,농업생명과학대학,농업경제학과 ,1,교양,CLTR243002,수리적 사고,3,3,0,서명수,월2B/3A/3B/금1A/1B/2A,월10:30 ~ 12:00/금09:00 ~ 10:30,사회과학대학-352,65,52,33,Y,,대면,
대학,농업생명과학대학,농업경제학과 ,2,전공필수,AGEC307001,거시경제분석,3,3,0,김승규,월2B/3A/3B/수1A/1B/2A,월10:30 ~ 12:00/수09:00 ~ 10:30,농대4호관(농업생명과학관)-819,60,48,43,Y,,혼합,
대학,농업생명과학대학,농업경제학과 ,2,전공,AGEC308001,농업경영학,3,3,0,김태균,월8B/9A/9B/수8B/9A/9B,월16:30 ~ 18:00/수16:30 ~ 18:00,농대4호관(농업생명과학관)-405,50,24,20,Y,,대면,
대학,농업생명과학대학,농업경제학과 ,2,전공,AGEC309001,토지경제학,3,3,0,조완형,월1A/1B/2A/수2B/3A/3B,월09:00 ~ 10:30/수10:30 ~ 12:00,농대4호관(농업생명과학관)-405,50,45,35,Y,,대면,
대학,농업생명과학대학,농업경제학과 ,2,전공,AGEC401001,농업경제학연습1,2,1,2,김승규/김태균/여준호/허등용,목10A/10B/목11A/11B/목12A/12B,목18:00 ~ 19:00/목19:00 ~ 20:00/목20:00 ~ 21:00,농대4호관(농업생명과학관)-819,50,24,25,Y,,대면,
대학,농업생명과학대학,농업경제학과 ,2,전공필수,AGEC411001,응용계량경제학,3,3,0,여준호,화5B/6A/6B/목5B/6A/6B,화13:30 ~ 15:00/목13:30 ~ 15:00,농대4호관(농업생명과학관)-819,50,50,48,Y,,대면,
대학,농업생명과학대학,농업경제학과 ,3,전공,AGEC415001,농업경제학연습3,2,1,2,김승규/김태균/여준호/허등용,목10A/10B/목11A/11B/목12A/12B,목18:00 ~ 19:00/목19:00 ~ 20:00/목20:00 ~ 21:00,농대4호관(농업생명과학관)-817,50,25,21,Y,,대면,
대학,농업생명과학대학,농업경제학과 ,3,전공,AGEC419001,농산물유통의 이해와 실무,3,3,0,허등용,화8B/9A/9B/목8B/9A/9B,화16:30 ~ 18:00/목16:30 ~ 18:00,농대4호관(농업생명과학관)-405,50,48,31,Y,,대면,
대학,농업생명과학대학,농업경제학과 ,3,전공,AGEC504001,응용환경경제학,3,3,0,여준호,월5B/6A/6B/수5B/6A/6B,월13:30 ~ 15:00/수13:30 ~ 15:00,농대4호관(농업생명과학관)-405,50,44,38,Y,,대면,
대학,농업생명과학대학,농업경제학과 ,3,교직,TCHR688001,농산물유통교재연구및지도법,3,3,0,김두한,화7A/7B/8A/목7A/7B/8A,화15:00 ~ 16:30/목15:00 ~ 16:30,농대4호관(농업생명과학관)-405,10,2,1,Y,,대면,
대학,농업생명과학대학,농업경제학과 ,4,전공,AGEC315001,공간경제분석,3,3,0,김승규,월7A/7B/8A/수7A/7B/8A,월15:00 ~ 16:30/수15:00 ~ 16:30,농대4호관(농업생명과학관)-405,50,4,4,Y,(한국어+영어),대면,
대학,농업생명과학대학,농업경제학과 ,4,전공,AGEC510001,경제발전의이론과실제,3,3,0,조완형,월2B/3A/3B/수1A/1B/2A,월10:30 ~ 12:00/수09:00 ~ 10:30,농대4호관(농업생명과학관)-405,50,18,16,Y,,대면,
대학,농업생명과학대학,농업경제학과 ,4,전공,AGEC515001,농업경제학세미나,3,3,0,김태균,화2B/3A/3B/목2B/3A/3B,화10:30 ~ 12:00/목10:30 ~ 12:00,농대4호관(농업생명과학관)-405,50,4,2,Y,,대면,
******,******,******,학년,교과/구분,교과목/번호,교과목명,학점,강의,실습,담당/교수,강의시간,강의시간/(실제시간),강의실,수강/정원,수강/신청,수강꾸러미/신청,수강꾸러미/신청가능여부,비고,강의방식,
대학,농업생명과학대학,농업토목.생물산업공학부 ,1,기본소양,CLTR017003,실용한자,3,3,0,정병호,화8B/9A/9B/목8B/9A/9B,화16:30 ~ 18:00/목16:30 ~ 18:00,농대2호관-401,95,95,79,Y,인문교양,대면,
대학,농업생명과학대학,농업토목.생물산업공학부 ,1,전공기반,CLTR212018,수학 II,3,3,0,서명수,수8B/9A/9B/금8B/9A/9B,수16:30 ~ 18:00/금16:30 ~ 18:00,농대1호관-323,65,47,46,Y,,혼합,
대학,농업생명과학대학,농업토목.생물산업공학부 ,1,전공기반,CLTR214017,물리학 II,3,3,0,김귀년,월1A/1B/2A/수2B/3A/3B,월09:00 ~ 10:30/수10:30 ~ 12:00,농대2호관-401,65,61,52,Y,,,
대학,농업생명과학대학,농업토목.생물산업공학부 ,1,전공기반,CLTR373005,빅데이터 기초 실습,3,2,2,송무희,목1A/1B/목2A/2B/목3A/3B/목4A/4B,목09:00 ~ 10:00/목10:00 ~ 11:00/목11:00 ~ 12:00/목12:00 ~ 13:00,종합정보센터-304,40,40,43,Y,,대면,
대학,농업생명과학대학,농업토목.생물산업공학부 ,1,전공기반,CLTR373006,빅데이터 기초 실습,3,2,2,조현숙,목1A/1B/목2A/2B/목3A/3B/목4A/4B,목09:00 ~ 10:00/목10:00 ~ 11:00/목11:00 ~ 12:00/목12:00 ~ 13:00,종합정보센터-302,40,40,33,Y,,대면,
대학,농업생명과학대학,농업토목.생물산업공학부 ,1,기본소양,CLTR730002,국제개발협력의 이해,3,3,0,황화석/신동현,월2B/3A/3B/금1A/1B/2A,월10:30 ~ 12:00/금09:00 ~ 10:30,농대1호관-323,70,70,56,Y,,,
대학,농업생명과학대학,농업토목.생물산업공학부 ,1,전공기반,ENGR312001,공학물리실험 II,1,0,2,이성엽,화1A/1B/화2A/2B,화09:00 ~ 10:00/화10:00 ~ 11:00,제1과학관-B02-2,20,25,26,Y,,대면,
대학,농업생명과학대학,농업토목.생물산업공학부 ,1,전공기반,ENGR312002,공학물리실험 II,1,0,2,이성엽,금5A/5B/금6A/6B,금13:00 ~ 14:00/금14:00 ~ 15:00,제4합동강의동-310,20,20,26,Y,,대면,
대학,농업생명과학대학,농업토목.생물산업공학부 ,1,공학전공,MECH223001,정역학,3,3,0,심성보,월5B/6A/6B/수7A/7B/8A,월13:30 ~ 15:00/수15:00 ~ 16:30,농대4호관(농업생명과학관)-301,50,50,53,Y,,대면,
******,******,******,학년,교과/구분,교과목/번호,교과목명,학점,강의,실습,담당/교수,강의시간,강의시간/(실제시간),강의실,수강/정원,수강/신청,수강꾸러미/신청,수강꾸러미/신청가능여부,비고,강의방식,
대학,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,2,공학전공,ACEN269001,농업토목기초설계,3,0,6,남효석,월7A/7B/8A/월8B/9A/9B/수7A/7B/8A/수8B/9A/9B,월15:00 ~ 16:30/월16:30 ~ 18:00/수15:00 ~ 16:30/수16:30 ~ 18:00,농대2호관-120,25,20,18,Y,,,
대학,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,2,공학전공,ACEN280001,농업지형설계프로그래밍,3,2,2,나욱호,화7A/7B/화8A/8B/화9A/9B/화10A/10B,화15:00 ~ 16:00/화16:00 ~ 17:00/화17:00 ~ 18:00/화18:00 ~ 19:00,농대2호관-109,25,20,19,Y,,,
대학,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,2,공학전공,ACEN332001,재료역학2,3,3,0,이진영,수1A/1B/2A/수2B/3A/3B,수09:00 ~ 10:30/수10:30 ~ 12:00,농대2호관-402,45,20,19,Y,,,
대학,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,2,공학전공,ACEN339001,수리학 및 실험,3,2,2,박기두,금7A/7B/금8A/8B/금9A/9B/금10A/10B,금15:00 ~ 16:00/금16:00 ~ 17:00/금17:00 ~ 18:00/금18:00 ~ 19:00,농대2호관-120,45,22,19,Y,,,
대학,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,2,공학전공,ACEN351001,건설재료학 및 실험,3,2,2,이진영,월5A/5B/월6A/6B/수5A/5B/수6A/6B,월13:00 ~ 14:00/월14:00 ~ 15:00/수13:00 ~ 14:00/수14:00 ~ 15:00,농대2호관-120,45,17,17,Y,,,
대학,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,2,전공기반,CLTR221003,통계학,3,3,0,,화2B/3A/3B/목1A/1B/2A,화10:30 ~ 12:00/목09:00 ~ 10:30,농대2호관-401,65,46,40,Y,신임교원 담당예정,혼합,
대학,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,2,기본소양,CLTR411002,실용영어1,2,2,0,,화6A/6B/목6A/6B,화14:00 ~ 15:00/목14:00 ~ 15:00,외국어교육관-404,20,20,4,Y,인문교양/신규채용후 담당교수 배정 예정,,
대학,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,2,기본소양,CLTR411003,실용영어1,2,2,0,위드로우/ 애덤 크리스토퍼,화6A/6B/목6A/6B,화14:00 ~ 15:00/목14:00 ~ 15:00,외국어교육관-420,20,20,26,Y,인문교양,,
대학,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,3,공학전공,ACEN415001,저수지공학및설계,3,2,2,최경숙,월5A/5B/월6A/6B/수5A/5B/수6A/6B,월13:00 ~ 14:00/월14:00 ~ 15:00/수13:00 ~ 14:00/수14:00 ~ 15:00,농대2호관-109,25,25,30,Y,,,
대학,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,3,공학전공,ACEN424001,지반공학 및 실험2,3,2,2,변용훈,화5A/5B/화6A/6B/목5A/5B/목6A/6B,화13:00 ~ 14:00/화14:00 ~ 15:00/목13:00 ~ 14:00/목14:00 ~ 15:00,농대2호관-120,45,22,19,Y,,,
대학,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,3,공학전공,ACEN457001,보강콘크리트공학 및 설계Ⅱ,3,2,2,이진영,화7A/7B/화8A/8B/목7A/7B/목8A/8B,화15:00 ~ 16:00/화16:00 ~ 17:00/목15:00 ~ 16:00/목16:00 ~ 17:00,농대2호관-120,45,28,24,Y,,,
대학,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,3,공학전공,ACEN546001,농촌상하수도공학및설계,3,2,2,김현수,수7A/7B/수8A/8B/수9A/9B/수10A/10B,수15:00 ~ 16:00/수16:00 ~ 17:00/수17:00 ~ 18:00/수18:00 ~ 19:00,농대2호관-402,45,27,26,Y,,,
대학,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,3,교양,CLTR208010,심화글쓰기,3,3,0,변용훈,월1A/1B/2A/월2B/3A/3B,월09:00 ~ 10:30/월10:30 ~ 12:00,농대2호관-120,30,27,16,Y,인문교양,,
대학,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,3,공학전공,CVLE410001,구조역학2,3,3,0,이현우,화2B/3A/3B/수2B/3A/3B,화10:30 ~ 12:00/수10:30 ~ 12:00,농대2호관-120,25,18,18,Y,,,
대학,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,4,공학전공,ACEN348001,수자원방재공학 및 설계,3,2,2,최경숙,월2A/2B/월3A/3B/수2A/2B/수3A/3B,월10:00 ~ 11:00/월11:00 ~ 12:00/수10:00 ~ 11:00/수11:00 ~ 12:00,농대2호관-109,25,25,22,Y,(한국어+영어),,
대학,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,4,공학전공,ACEN435001,생물환경조절공학,3,3,0,나욱호,목7A/7B/8A/목8B/9A/9B,목15:00 ~ 16:30/목16:30 ~ 18:00,농대2호관-112,25,2,2,Y,,,
대학,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,4,공학전공,ACEN467001,농업시설공학 및 설계,3,2,2,이현우,화5A/5B/화6A/6B/수5A/5B/수6A/6B,화13:00 ~ 14:00/화14:00 ~ 15:00/수13:00 ~ 14:00/수14:00 ~ 15:00,농대2호관-112,25,25,23,Y,,,
대학,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,4,공학전공,ACEN561001,농업토목종합설계,3,0,6,변용훈/최경숙/이진영,월7A/7B/8A/월8B/9A/9B/수7A/7B/8A/수8B/9A/9B,월15:00 ~ 16:30/월16:30 ~ 18:00/수15:00 ~ 16:30/수16:30 ~ 18:00,농대2호관-109,25,25,22,Y,,,
대학,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,4,공학전공,ACEN571001,토목시공학의 이해 및 실무,3,3,0,변용훈,화2B/3A/3B/목2B/3A/3B,화10:30 ~ 12:00/목10:30 ~ 12:00,농대2호관-112,25,11,6,Y,,,
******,******,******,학년,교과/구분,교과목/번호,교과목명,학점,강의,실습,담당/교수,강의시간,강의시간/(실제시간),강의실,수강/정원,수강/신청,수강꾸러미/신청,수강꾸러미/신청가능여부,비고,강의방식,
대학,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,2,공학전공,AMEN254001,기계제도 및 CAD,3,2,2,장은숙,월7A/7B/월8A/8B/월9A/9B/월10A/10B,월15:00 ~ 16:00/월16:00 ~ 17:00/월17:00 ~ 18:00/월18:00 ~ 19:00,농대4호관(농업생명과학관)-612,26,26,44,Y,,대면,
대학,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,2,공학전공,AMEN331001,내연기관 및 실습,3,2,2,오주선,월5A/5B/월6A/6B/수5A/5B/수6A/6B,월13:00 ~ 14:00/월14:00 ~ 15:00/수13:00 ~ 14:00/수14:00 ~ 15:00,농대4호관(농업생명과학관)-303,30,30,26,Y,,대면,
대학,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,2,공학전공,AMEN448001,생물산업 전기·전자공학 및 실습,3,2,2,장호승,화2A/2B/화3A/3B/목2A/2B/목3A/3B,화10:00 ~ 11:00/화11:00 ~ 12:00/목10:00 ~ 11:00/목11:00 ~ 12:00,농대4호관(농업생명과학관)-214,30,28,24,Y,,대면,
대학,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,2,공학전공,AMEN451001,생물산업기계공작 및 실습,3,2,2,장은숙,수7A/7B/수8A/8B/수9A/9B/수10A/10B,수15:00 ~ 16:00/수16:00 ~ 17:00/수17:00 ~ 18:00/수18:00 ~ 19:00,농대4호관(농업생명과학관)-612,30,28,24,Y,,대면,
대학,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,2,기본소양,CLTR411004,실용영어1,2,2,0,,화7A/7B/목7A/7B,화15:00 ~ 16:00/목15:00 ~ 16:00,외국어교육관-404,20,20,6,Y,인문교양/신규채용후 담당교수 배정 예정,,
대학,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,2,기본소양,CLTR411005,실용영어1,2,2,0,쿡/ 콜린 제임스,화7A/7B/목7A/7B,화15:00 ~ 16:00/목15:00 ~ 16:00,외국어교육관-413,20,20,32,Y,인문교양,,
대학,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,2,전공기반,ENGR212011,공학수학 2,3,3,0,심성보,화5B/6A/6B/목5B/6A/6B,화13:30 ~ 15:00/목13:30 ~ 15:00,농대4호관(농업생명과학관)-612,30,30,25,Y,,대면,
대학,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,2,공학전공,MECH332004,유체역학,3,3,0,박두산,월2B/3A/3B/수1A/1B/2A,월10:30 ~ 12:00/수09:00 ~ 10:30,농대4호관(농업생명과학관)-303,30,30,27,Y,(영어),대면,
대학,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,3,공학전공,AMEN313001,생물생산기계학,3,3,0,홍동혁,화7A/7B/화8A/8B/화9A/9B,화15:00 ~ 16:00/화16:00 ~ 17:00/화17:00 ~ 18:00,농대4호관(농업생명과학관)-612,30,24,20,Y,,대면,
대학,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,3,공학전공,AMEN323001,생물가공시스템공학 및 실습,3,2,2,하유신/김영수,월5A/5B/월6A/6B/수5A/5B/수6A/6B,월13:00 ~ 14:00/월14:00 ~ 15:00/수13:00 ~ 14:00/수14:00 ~ 15:00,농대4호관(농업생명과학관)-214,30,22,17,Y,,대면,
대학,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,3,공학전공,AMEN355001,기계요소설계 및 실습,3,2,2,구영모,화3A/3B/화4A/4B/목3A/3B/목4A/4B,화11:00 ~ 12:00/화12:00 ~ 13:00/목11:00 ~ 12:00/목12:00 ~ 13:00,농대4호관(농업생명과학관)-612,30,18,15,Y,,대면,
대학,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,3,공학전공,ELEC332001,자동제어,3,3,0,오주선,월7A/7B/8A/수7A/7B/8A,월15:00 ~ 16:30/수15:00 ~ 16:30,농대4호관(농업생명과학관)-303,30,21,20,Y,,대면,
대학,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,3,공학전공,MECH355001,응용재료역학,3,3,0,구영모,화1A/1B/2A/목1A/1B/2A,화09:00 ~ 10:30/목09:00 ~ 10:30,농대4호관(농업생명과학관)-612,30,0,0,Y,(한국어+영어),대면,
대학,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,3,교직,TCHR548001,농공교재연구및지도법,3,3,0,심성보,목7A/7B/목8A/8B/목9A/9B,목15:00 ~ 16:00/목16:00 ~ 17:00/목17:00 ~ 18:00,농대4호관(농업생명과학관)-612,30,3,3,Y,,대면,
대학,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,4,공학전공,AMEN416001,생물생산시설환경제어 및 실습,3,2,2,박두산,화5A/5B/화6A/6B/목5A/5B/목6A/6B,화13:00 ~ 14:00/화14:00 ~ 15:00/목13:00 ~ 14:00/목14:00 ~ 15:00,농대4호관(농업생명과학관)-303,30,13,10,Y,(영어),대면,
대학,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,4,공학전공,AMEN466001,생물산업기계설계실무,3,0,6,하유신/김영수,화10A/10B/화11A/11B/화12A/12B/화13A/13B/목10A/10B/목11A/11B,화18:00 ~ 19:00/화19:00 ~ 20:00/화20:00 ~ 21:00/화21:00 ~ 22:00/목18:00 ~ 19:00/목19:00 ~ 20:00,농대4호관(농업생명과학관)-303,30,30,28,Y,,대면,
대학,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,4,융합전공,SMFA212001,스마트팜기반조성학,3,3,0,변용훈/이현우/최경숙,화7A/7B/화8A/8B/화9A/9B,화15:00 ~ 16:00/화16:00 ~ 17:00/화17:00 ~ 18:00,농대2호관-112,30,6,3,Y,,대면,
******,******,******,학년,교과/구분,교과목/번호,교과목명,학점,강의,실습,담당/교수,강의시간,강의시간/(실제시간),강의실,수강/정원,수강/신청,수강꾸러미/신청,수강꾸러미/신청가능여부,비고,강의방식,
대학,농업생명과학대학,바이오섬유소재학과 ,1,전공,CHEM503001,분석화학,3,3,0,엄인철,월10A/10B/11A/월11B/12A/12B,월18:00 ~ 19:30/월19:30 ~ 21:00,농대2호관-301-1,150,136,81,Y,(한국어+영어)/온라인수업,,
대학,농업생명과학대학,바이오섬유소재학과 ,1,교양,CLTR017002,실용한자,3,3,0,박정민,월5B/6A/6B/금5B/6A/6B,월13:30 ~ 15:00/금13:30 ~ 15:00,농대1호관-323,70,70,68,Y,인문교양,혼합,
대학,농업생명과학대학,바이오섬유소재학과 ,1,교양,CLTR216013,화학 II,3,3,0,이정규,화5B/6A/6B/목5B/6A/6B,화13:30 ~ 15:00/목13:30 ~ 15:00,농대2호관-401,65,20,14,Y,,혼합,
대학,농업생명과학대학,바이오섬유소재학과 ,1,교양,CLTR246008,일반생명과학Ⅰ,3,3,0,추연식,월8B/9A/9B/수7A/7B/8A,월16:30 ~ 18:00/수15:00 ~ 16:30,농대1호관-323,65,44,21,Y,,대면,
대학,농업생명과학대학,바이오섬유소재학과 ,2,전공,BIOC432002,생화학2,3,3,0,번치 희연,화8B/9A/9B/목8B/9A/9B,화16:30 ~ 18:00/목16:30 ~ 18:00,농대2호관-412,50,46,35,Y,(영어),,
대학,농업생명과학대학,바이오섬유소재학과 ,2,전공,CHEM204008,유기화학2,3,3,0,최진현,월2B/3A/3B/수2B/3A/3B,월10:30 ~ 12:00/수10:30 ~ 12:00,농대2호관-301-1,50,36,26,Y,,,
대학,농업생명과학대학,바이오섬유소재학과 ,2,전공,FIER231001,셀룰로오스소재공학,3,3,0,엄인철,금2A/2B/금3A/3B/금4A/4B,금10:00 ~ 11:00/금11:00 ~ 12:00/금12:00 ~ 13:00,농대2호관-301-1,40,25,24,Y,(영어),,
대학,농업생명과학대학,바이오섬유소재학과 ,2,전공,FIER479001,염색학,3,3,0,배도규,화2B/3A/3B/목2B/3A/3B,화10:30 ~ 12:00/목10:30 ~ 12:00,농대2호관-301-1,50,27,22,Y,,,
대학,농업생명과학대학,바이오섬유소재학과 ,2,전공,FIER482001,바이오섬유소재 및 제품관리 1,3,3,0,박재형,화5B/6A/6B/목5B/6A/6B,화13:30 ~ 15:00/목13:30 ~ 15:00,농대2호관-412,50,38,32,Y,(영어),,
대학,농업생명과학대학,바이오섬유소재학과 ,3,교양,CLTR208009,심화글쓰기,3,3,0,,월7A/7B/8A/금7A/7B/8A,월15:00 ~ 16:30/금15:00 ~ 16:30,-,30,0,0,Y,인문교양,,
대학,농업생명과학대학,바이오섬유소재학과 ,3,전공,FIBR465001,섬유가공학,3,3,0,배도규,화5B/6A/6B/목5B/6A/6B,화13:30 ~ 15:00/목13:30 ~ 15:00,농대2호관-301-1,50,3,1,Y,,,
대학,농업생명과학대학,바이오섬유소재학과 ,3,전공,FIER490001,섬유형성체공학 창의종합설계,3,2,2,엄인철,금6A/6B/금7A/7B/금8A/8B/금9A/9B,금14:00 ~ 15:00/금15:00 ~ 16:00/금16:00 ~ 17:00/금17:00 ~ 18:00,농대2호관-301-1,20,12,13,Y,플립드러닝강좌,,
대학,농업생명과학대학,바이오섬유소재학과 ,3,전공,FIER504001,지속가능 바이오 소재공학,3,3,0,최진현,월5B/6A/6B/수5B/6A/6B,월13:30 ~ 15:00/수13:30 ~ 15:00,농대2호관-301-1,50,33,25,Y,,,
대학,농업생명과학대학,바이오섬유소재학과 ,4,전공,FIER503001,나노바이오복합섬유공학,3,3,0,염정현,월7A/7B/8A/수7A/7B/8A,월15:00 ~ 16:30/수15:00 ~ 16:30,농대2호관-301-1,50,27,25,Y,,,
******,******,******,학년,교과/구분,교과목/번호,교과목명,학점,강의,실습,담당/교수,강의시간,강의시간/(실제시간),강의실,수강/정원,수강/신청,수강꾸러미/신청,수강꾸러미/신청가능여부,비고,강의방식,
대학,농업생명과학대학,북한농업개발융합전공 ,2,융합전공,AGRO292001,재배학개론,3,3,0,김윤하,화5B/6A/6B/목5B/6A/6B,화13:30 ~ 15:00/목13:30 ~ 15:00,농대4호관(농업생명과학관)-301,100,100,82,Y,,대면,
대학,농업생명과학대학,북한농업개발융합전공 ,2,융합전공,HORT292001,원예토양비료학 및 실습,3,2,2,강상재/김준형,화5A/5B/화6A/6B/목5A/5B/목6A/6B,화13:00 ~ 14:00/화14:00 ~ 15:00/목13:00 ~ 14:00/목14:00 ~ 15:00,농대1호관-401,40,40,34,Y,(한국어+영어),대면,
대학,농업생명과학대학,북한농업개발융합전공 ,3,융합전공,ACEN415001,저수지공학및설계,3,2,2,최경숙,월5A/5B/월6A/6B/수5A/5B/수6A/6B,월13:00 ~ 14:00/월14:00 ~ 15:00/수13:00 ~ 14:00/수14:00 ~ 15:00,농대2호관-109,25,25,30,Y,,,
대학,농업생명과학대학,북한농업개발융합전공 ,3,융합전공,ACEN424001,지반공학 및 실험2,3,2,2,변용훈,화5A/5B/화6A/6B/목5A/5B/목6A/6B,화13:00 ~ 14:00/화14:00 ~ 15:00/목13:00 ~ 14:00/목14:00 ~ 15:00,농대2호관-120,45,22,19,Y,,,
대학,농업생명과학대학,북한농업개발융합전공 ,3,융합전공,DPBS358001,식물육종학및실험2,3,2,2,이정동,월2A/2B/월3A/3B/수2A/2B/수3A/3B,월10:00 ~ 11:00/월11:00 ~ 12:00/수10:00 ~ 11:00/수11:00 ~ 12:00,농대4호관(농업생명과학관)-214,30,14,15,Y,(영어),대면,
대학,농업생명과학대학,북한농업개발융합전공 ,3,융합전공,DPBS408001,IT와 식물산업,3,3,0,윤병욱,화7A/7B/8A/목7A/7B/8A,화15:00 ~ 16:30/목15:00 ~ 16:30,농대4호관(농업생명과학관)-302,30,30,33,Y,(영어)/플립드러닝강좌,대면,
******,******,******,학년,교과/구분,교과목/번호,교과목명,학점,강의,실습,담당/교수,강의시간,강의시간/(실제시간),강의실,수강/정원,수강/신청,수강꾸러미/신청,수강꾸러미/신청가능여부,비고,강의방식,
대학,농업생명과학대학,산림과학.조경학부 ,1,교양,CLTR211007,수학 I,3,3,0,박은미,화1A/1B/2A/목2B/3A/3B,화09:00 ~ 10:30/목10:30 ~ 12:00,농대1호관-323,65,65,60,Y,,혼합,
대학,농업생명과학대학,산림과학.조경학부 ,1,교양,CLTR215003,화학 I,3,3,0,남상일,화5B/6A/6B/목5B/6A/6B,화13:30 ~ 15:00/목13:30 ~ 15:00,농대1호관-323,65,31,23,Y,,,
대학,농업생명과학대학,산림과학.조경학부 ,1,교양,CLTR246009,일반생명과학Ⅰ,3,3,0,신선영,수1A/1B/2A/금2B/3A/3B,수09:00 ~ 10:30/금10:30 ~ 12:00,농대1호관-323,65,65,56,Y,,대면,
대학,농업생명과학대학,산림과학.조경학부 ,1,전공,FORE217001,임학의 이해,3,3,0,박주원/박상준/한상열/강준원,월1A/1B/2A/수2B/3A/3B,월09:00 ~ 10:30/수10:30 ~ 12:00,농대1호관-323,80,79,68,Y,,,
대학,농업생명과학대학,산림과학.조경학부 ,1,전공,FPST203001,목재과학의 이해,3,3,0,이원희/박병대,월8B/9A/9B/수8B/9A/9B,월16:30 ~ 18:00/수16:30 ~ 18:00,농대3호관-522,80,78,57,Y,,,
대학,농업생명과학대학,산림과학.조경학부 ,1,전공,LARC359001,조경제도 및 표현실습,3,2,2,이형숙,월4A/4B/월5A/5B/월6A/6B/월7A/7B,월12:00 ~ 13:00/월13:00 ~ 14:00/월14:00 ~ 15:00/월15:00 ~ 16:00,농대1호관-507,30,30,46,Y,,대면,
******,******,******,학년,교과/구분,교과목/번호,교과목명,학점,강의,실습,담당/교수,강의시간,강의시간/(실제시간),강의실,수강/정원,수강/신청,수강꾸러미/신청,수강꾸러미/신청가능여부,비고,강의방식,
대학,농업생명과학대학,산림과학.조경학부 임산공학전공,2,전공,FPST316001,목재화학,3,3,0,김강재,화5B/6A/6B/목5B/6A/6B,화13:30 ~ 15:00/목13:30 ~ 15:00,농대3호관-431,30,21,18,Y,,대면,
대학,농업생명과학대학,산림과학.조경학부 임산공학전공,2,전공,FPST325001,목재의 기계가공학,3,3,0,이원희,월2B/3A/3B/수2B/3A/3B,월10:30 ~ 12:00/수10:30 ~ 12:00,농대3호관-425,30,17,13,Y,,대면,
